group_id,group_description,epsilon,alpha,shared_ratio,row_type,test_subject,accuracy,n_test_samples,n_correct,mean_accuracy,std_accuracy,,shared_ratio,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
3,S17-S24 (3s paradigm),7,0,0.5,subject,20,0.1375,160,22,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.5,subject,21,0.3375,160,54,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.5,subject,22,0.475,160,76,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.5,subject,23,0.83125,160,133,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.5,subject,24,0.44375,160,71,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.5,summary,ALL,,8,,49.5,27.1,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.6,subject,17,0.14375,160,23,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.6,subject,18,0.8625,160,138,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.6,subject,19,0.71875,160,115,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.6,subject,20,0.175,160,28,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.6,subject,21,0.34375,160,55,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.6,subject,22,0.46875,160,75,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.6,subject,23,0.8125,160,130,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.6,subject,24,0.45625,160,73,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.6,summary,ALL,,8,,49.8,25.9,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.7,subject,17,0.1375,160,22,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.7,subject,18,0.875,160,140,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.7,subject,19,0.7,160,112,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.7,subject,20,0.1625,160,26,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.7,subject,21,0.3,160,48,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.7,subject,22,0.475,160,76,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.7,subject,23,0.79375,160,127,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.7,subject,24,0.425,160,68,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.7,summary,ALL,,8,,48.4,26.4,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.8,subject,17,0.1625,160,26,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.8,subject,18,0.8125,160,130,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.8,subject,19,0.68125,160,109,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.8,subject,20,0.20625,160,33,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.8,subject,21,0.29375,160,47,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.8,subject,22,0.4625,160,74,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.8,subject,23,0.7125,160,114,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.8,subject,24,0.4375,160,70,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.8,summary,ALL,,8,,47.1,22.8,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.9,subject,17,0.1375,160,22,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.9,subject,18,0.6875,160,110,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.9,subject,19,0.6625,160,106,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.9,subject,20,0.15625,160,25,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.9,subject,21,0.2375,160,38,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.9,subject,22,0.3375,160,54,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.9,subject,23,0.68125,160,109,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.9,subject,24,0.38125,160,61,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,0.9,summary,ALL,,8,,41,22,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,1,subject,17,0.025,160,4,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,1,subject,18,0.025,160,4,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,1,subject,19,0.025,160,4,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,1,subject,20,0.025,160,4,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,1,subject,21,0.025,160,4,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,1,subject,22,0.025,160,4,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,1,subject,23,0.025,160,4,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,1,subject,24,0.025,160,4,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,0,1,summary,ALL,,8,,2.5,0,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0,subject,25,0.21875,160,35,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0,subject,26,0.3375,160,54,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0,subject,27,0.2625,160,42,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0,subject,28,0.56875,160,91,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0,subject,29,0.40625,160,65,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0,subject,30,0.4125,160,66,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0,subject,31,0.2,160,32,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0,subject,32,0.1125,160,18,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0,summary,ALL,,8,,31.5,13.6,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.1,subject,25,0.225,160,36,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.1,subject,26,0.35,160,56,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.1,subject,27,0.25,160,40,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.1,subject,28,0.58125,160,93,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.1,subject,29,0.3875,160,62,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.1,subject,30,0.4375,160,70,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.1,subject,31,0.2,160,32,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.1,subject,32,0.10625,160,17,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.1,summary,ALL,,8,,31.7,14.2,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,25,0.24375,160,39,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,26,0.3875,160,62,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,27,0.25,160,40,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,28,0.5625,160,90,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,29,0.3625,160,58,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,30,0.40625,160,65,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,31,0.1875,160,30,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,32,0.1125,160,18,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,summary,ALL,,8,,31.4,13.4,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.3,subject,25,0.24375,160,39,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.3,subject,26,0.34375,160,55,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.3,subject,27,0.26875,160,43,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.3,subject,28,0.54375,160,87,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.3,subject,29,0.35625,160,57,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.3,subject,30,0.38125,160,61,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.3,subject,31,0.2125,160,34,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.3,subject,32,0.1,160,16,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.3,summary,ALL,,8,,30.6,12.4,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.4,subject,25,0.225,160,36,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.4,subject,26,0.34375,160,55,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.4,subject,27,0.24375,160,39,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.4,subject,28,0.55,160,88,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.4,subject,29,0.3875,160,62,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.4,subject,30,0.38125,160,61,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.4,subject,31,0.1875,160,30,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.4,subject,32,0.1,160,16,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.4,summary,ALL,,8,,30.2,13.2,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.5,subject,25,0.28125,160,45,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.5,subject,26,0.30625,160,49,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.5,subject,27,0.25625,160,41,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.5,subject,28,0.55,160,88,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.5,subject,29,0.4,160,64,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.5,subject,30,0.35,160,56,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.5,subject,31,0.19375,160,31,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.5,subject,32,0.10625,160,17,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.5,summary,ALL,,8,,30.5,12.5,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.6,subject,25,0.2375,160,38,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.6,subject,26,0.325,160,52,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.6,subject,27,0.2375,160,38,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.6,subject,28,0.525,160,84,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.6,subject,29,0.3625,160,58,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.6,subject,30,0.4,160,64,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.6,subject,31,0.2125,160,34,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.6,subject,32,0.0875,160,14,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.6,summary,ALL,,8,,29.8,12.5,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.7,subject,25,0.2375,160,38,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.7,subject,26,0.325,160,52,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.7,subject,27,0.25625,160,41,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.7,subject,28,0.49375,160,79,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.7,subject,29,0.35625,160,57,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.7,subject,30,0.3625,160,58,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.7,subject,31,0.2125,160,34,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.7,subject,32,0.0875,160,14,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.7,summary,ALL,,8,,29.1,11.4,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.8,subject,25,0.23125,160,37,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.8,subject,26,0.325,160,52,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.8,subject,27,0.23125,160,37,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.8,subject,28,0.4875,160,78,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.8,subject,29,0.31875,160,51,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.8,subject,30,0.38125,160,61,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.8,subject,31,0.19375,160,31,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.8,subject,32,0.1,160,16,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.8,summary,ALL,,8,,28.4,11.3,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.9,subject,25,0.2,160,32,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.9,subject,26,0.25,160,40,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.9,subject,27,0.175,160,28,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.9,subject,28,0.45,160,72,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.9,subject,29,0.31875,160,51,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.9,subject,30,0.33125,160,53,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.9,subject,31,0.1875,160,30,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.9,subject,32,0.09375,160,15,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.9,summary,ALL,,8,,25.1,10.5,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,1,subject,25,0.025,160,4,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,1,subject,26,0.025,160,4,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,1,subject,27,0.025,160,4,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,1,subject,28,0.025,160,4,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,1,subject,29,0.025,160,4,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,1,subject,30,0.025,160,4,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,1,subject,31,0.025,160,4,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,1,subject,32,0.025,160,4,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,1,summary,ALL,,8,,2.5,0,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0,subject,33,0.35,160,56,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0,subject,34,0.55,160,88,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0,subject,35,0.44375,160,71,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0,subject,36,0.58125,160,93,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0,subject,37,0.8375,160,134,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0,subject,38,0.2375,160,38,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0,subject,39,0.49375,160,79,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0,subject,40,0.39375,160,63,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0,summary,ALL,,8,,48.6,16.9,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.1,subject,33,0.3375,160,54,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.1,subject,34,0.5625,160,90,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.1,subject,35,0.4,160,64,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.1,subject,36,0.58125,160,93,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.1,subject,37,0.8625,160,138,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.1,subject,38,0.23125,160,37,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.1,subject,39,0.475,160,76,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.1,subject,40,0.375,160,60,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.1,summary,ALL,,8,,47.8,18.1,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,33,0.3375,160,54,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,34,0.5625,160,90,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,35,0.4,160,64,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,36,0.5625,160,90,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,37,0.85,160,136,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,38,0.2375,160,38,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,39,0.5125,160,82,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,40,0.375,160,60,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,summary,ALL,,8,,48,17.6,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.3,subject,33,0.325,160,52,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.3,subject,34,0.5375,160,86,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.3,subject,35,0.425,160,68,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.3,subject,36,0.5625,160,90,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.3,subject,37,0.85,160,136,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.3,subject,38,0.24375,160,39,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.3,subject,39,0.46875,160,75,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.3,subject,40,0.38125,160,61,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.3,summary,ALL,,8,,47.4,17.3,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.4,subject,33,0.325,160,52,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.4,subject,34,0.54375,160,87,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.4,subject,35,0.40625,160,65,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.4,subject,36,0.5625,160,90,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.4,subject,37,0.8375,160,134,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.4,subject,38,0.21875,160,35,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.4,subject,39,0.525,160,84,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.4,subject,40,0.36875,160,59,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.4,summary,ALL,,8,,47.3,17.7,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.5,subject,33,0.3375,160,54,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.5,subject,34,0.53125,160,85,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.5,subject,35,0.38125,160,61,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.5,subject,36,0.54375,160,87,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.5,subject,37,0.8625,160,138,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.5,subject,38,0.21875,160,35,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.5,subject,39,0.4875,160,78,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.5,subject,40,0.3375,160,54,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.5,summary,ALL,,8,,46.2,18.3,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.6,subject,33,0.33125,160,53,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.6,subject,34,0.5125,160,82,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.6,subject,35,0.38125,160,61,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.6,subject,36,0.58125,160,93,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.6,subject,37,0.84375,160,135,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.6,subject,38,0.225,160,36,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.6,subject,39,0.4625,160,74,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.6,subject,40,0.35625,160,57,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.6,summary,ALL,,8,,46.2,17.8,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.7,subject,33,0.30625,160,49,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.7,subject,34,0.5,160,80,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.7,subject,35,0.34375,160,55,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.7,subject,36,0.56875,160,91,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.7,subject,37,0.80625,160,129,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.7,subject,38,0.21875,160,35,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.7,subject,39,0.45,160,72,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.7,subject,40,0.36875,160,59,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.7,summary,ALL,,8,,44.5,17.2,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.8,subject,33,0.28125,160,45,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.8,subject,34,0.46875,160,75,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.8,subject,35,0.325,160,52,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.8,subject,36,0.54375,160,87,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.8,subject,37,0.775,160,124,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.8,subject,38,0.2,160,32,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.8,subject,39,0.5,160,80,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.8,subject,40,0.31875,160,51,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.8,summary,ALL,,8,,42.7,17.2,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.9,subject,33,0.30625,160,49,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.9,subject,34,0.44375,160,71,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.9,subject,35,0.31875,160,51,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.9,subject,36,0.49375,160,79,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.9,subject,37,0.6625,160,106,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.9,subject,38,0.1875,160,30,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.9,subject,39,0.4,160,64,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.9,subject,40,0.2625,160,42,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.9,summary,ALL,,8,,38.4,14,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,1,subject,33,0.025,160,4,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,1,subject,34,0.025,160,4,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,1,subject,35,0.025,160,4,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,1,subject,36,0.025,160,4,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,1,subject,37,0.025,160,4,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,1,subject,38,0.025,160,4,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,1,subject,39,0.025,160,4,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,1,subject,40,0.025,160,4,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,1,summary,ALL,,8,,2.5,0,,,,,,,,,,,,,
